Fecha - Hora, Cuenta, Contenido, Imagen
9:13 AM - 5 Jul 2019,Secretaría Cultura,"El @festivalalmagro, que se realiza en España  hasta el 28 de julio, tiene como figura central a Sor Juan Inés de la Cruz. A esta gran fiesta cultural, México  llega con obras de teatro, música, conferencias y una serie de TV sobre la escritora novohispana y monja jerónima.",https://pbs.twimg.com/media/D-uWttxUYAEPsji.jpg
8:45 AM - 5 Jul 2019,Secretaría Cultura,"#DiplomaciaCultural 

México participa en el @festivalalmagro con más de 20 actividades, entre ellas la presentación de algunas obras de la @CNTeatromx, como ""El perro del hortelano"" y ""La lengua en pedazos"". #Almagro42",https://pbs.twimg.com/media/D-uQprbU8AAlsve.jpg
8:45 AM - 5 Jul 2019,Secretaría Cultura,"#DiplomaciaCultural 

Inicia el 42 Festival Internacional de Teatro Clásico de Almagro (@festivalalmagro), donde México es país invitado de honor.

«El mundo iluminado, y yo despierta», una cita de Sor Juan Inés de la Cruz, es el lema de este año. #Almagro42",https://pbs.twimg.com/media/D-uPXeQUwAAXzlA.jpg
7:00 AM - 5 Jul 2019,Secretaría Cultura,"#CulturaComunitaria 

Promovemos el diálogo, la diversidad de saberes y la inclusión en #Tlaxcala. Puestas en Común reconocen las iniciativas, necesidades, problemáticas, posibilidades y condiciones de la creación artística y la cultura local

Detalles  https://bit.ly/2JtpfHR ",https://pbs.twimg.com/media/D-t2m5MVAAEVJaT.jpg
6:52 PM - 4 Jul 2019,Secretaría Cultura,"“Los derechos culturales son el acceso a la felicidad y el Cervantino es justamente eso. Además, las expresiones culturales que en él se muestran ayudan al desarrollo integral de las personas”: @alefrausto al anunciar la programación del @Cervantino #47FIC https://bit.ly/2FTNpKF ",https://pbs.twimg.com/media/D-rQ2ojVUAExYya.jpg
6:12 PM - 4 Jul 2019,Secretaría Cultura,"#HomenajeNacional
Miguel León-Portilla

Seguimos en el Museo Nacional de Antropología, sigue la transmisión en vivo aquí o en nuestro canal de YouTube.

Sintoniza  https://www.youtube.com/watch?v=04Okm2aGlcI …",https://pbs.twimg.com/media/D-rIl0jUEAAJ-QP.jpg
4:43 PM - 4 Jul 2019,Secretaría Cultura,"#47FIC | #FICandante 

Festival Internacional @Cervantino anuncia su programación artística para la edición 47 a realizarse en octubre

La gran fiesta cultural contará con 295 actividades; 32 de ellas dedicadas a las migraciones. Detalles  https://bit.ly/2FTNpKF ",https://pbs.twimg.com/media/D-q0eypU8AE9JwE.jpg
2:50 PM - 4 Jul 2019,Secretaría Cultura," ¡Esto no lo esperabas! 

Así que te esperamos en el @PalacioOficial de @bellasartesinba, en la gran fiesta musical en honor a Miguel León-Portilla. ",https://pbs.twimg.com/media/D-qaZPwU4AARpBN.jpg
2:04 PM - 4 Jul 2019,Secretaría Cultura,"No te pierdas el segundo día del #HomenajeNacional a Miguel León-Portilla desde el Museo Nacional de Antropología (@mna_inah), lo transmitiremos en vivo a través de nuestras redes sociales.

¡Que no se te pase!  Jueves 4 de julio, 17:30 h. ",https://pbs.twimg.com/media/D-qJzFLU0AAMFuW.jpg
1:16 PM - 4 Jul 2019,Secretaría Cultura,"Hagamos #CulturaComunitaria 

Sonemos en Los Pinos marca el inicio de las presentaciones de los Semilleros Creativos de música en el Complejo Cultural.

¡Que no se te pase! #Entérate  https://bit.ly/2LweG9A ",https://pbs.twimg.com/media/D-qE0XpUIAAC8nN.jpg
12:45 PM - 4 Jul 2019,Secretaría Cultura,"“¡Cuánta falta nos hace la voz de Miguel León-Portilla en estos tiempos de reflexión histórica! Esperamos su pronta recuperación, y que esté, como en épocas pasadas, presto a marcar los derroteros tanto del México antiguo, como del México actual”, declaró Eduardo Matos Moctezuma.",https://pbs.twimg.com/media/D-p7BzaUEAAU9OZ.jpg
12:45 PM - 4 Jul 2019,Secretaría Cultura,"Con Ascensión Hernández de León-Portilla, Marisa León-Portilla y Gerardo Hierro; esposa, hija y yerno del historiador y nahuatlato, Alejandra Frausto Guerrero indicó que el homenaje reconoce la trayectoria de uno de los mexicanos que mayor prestigio ha alcanzado a nivel mundial.",https://pbs.twimg.com/media/D-p6-7MU0AAkH7j.jpg
12:28 PM - 4 Jul 2019,Secretaría Cultura,"#Entérate 

 México rinde homenaje a la vida y obra de Miguel León-Portilla. Con una ponencia del arqueólogo Eduardo Matos, y a través de la lectura de poesía en náhuatl, totonaca y zapoteca, inició el homenaje al reconocido historiador mexicano.  https://bit.ly/2NxT3Z8 ",https://pbs.twimg.com/media/D-p6DPwVAAEZST4.jpg
11:48 AM - 4 Jul 2019,Secretaría Cultura,"La gastronomía de #Guerrero es un reflejo más de nuestra riqueza cultural. El pozole verde y blanco, las chalupas y los tamales de elote son platillos típicos guerrerenses que dan cuenta de su #DiversidadCultural y múltiples manifestaciones.

 #47FIC | Estado invitado",https://pbs.twimg.com/media/D-pw1-zU8AE9qiZ.jpg
10:24 AM - 4 Jul 2019,Secretaría Cultura,"#47FIC La secretaria de Cultura de México, Alejandra Frausto (@alefrausto), informa que por primera vez la sábana programática del @cervantino estará disponible en sistema braille, para no dejar a nadie atrás.  

#CulturaIncluyente",https://pbs.twimg.com/media/D-pdxVgXkAESW9Z.jpg
9:44 AM - 4 Jul 2019,Secretaría Cultura,"El Festival Internacional @Cervantino se realiza desde 1972 en #Guanajuato.

En 2019 disfrutarás de 14 foros en los que participan 2 969 artistas:

—> 16 grupos artísticos de #Canadá (país invitado)

—> 17 grupos artísticos de #Guerrero  (estado invitado)

¡Y más! #47FIC",https://pbs.twimg.com/media/D-pUVauXkAEJzSh.jpg
9:12 AM - 4 Jul 2019,Secretaría Cultura,"¡Ya viene el @cervantino! 

¿Están listos y listas? 

Conoce la alineación artística que se presentará durante el #47FIC.

En esta edición reflexionamos sobre las migraciones. #FICandante",https://pbs.twimg.com/media/D-pNYYPWkAA3LR9.jpg
8:20 AM - 4 Jul 2019,Secretaría Cultura,"Esta semana en nuestro blog #CulturaMX 

Frida Kahlo; el dolor de una existencia hecho arte 

Conoce más  https://bit.ly/2XqmBHC ",https://pbs.twimg.com/media/D-ovz2sUEAEuCB9.jpg
7:39 AM - 4 Jul 2019,Secretaría Cultura,"#Entérate 

El 6 de julio será el Día de México en la 42ª edición del Festival Internacional de Teatro Clásico (@festivalalmagro).

Sor Juana Inés de la Cruz y Juan Ruiz de Alarcón son la columna de la programación feminista, incluyente y accesible.

 https://bit.ly/2YxBoBQ ",https://pbs.twimg.com/media/D4YNsShWwAIYaqH.jpg
7:19 AM - 4 Jul 2019,Secretaría Cultura,"#ParaCinéfilos 

Egresados del @CCCMexico son invitados a formar parte de la Academia de Artes y Ciencias Cinematográficas de Estados Unidos. Cuatro exalumnos y dos profesoras del Centro de Capacitación Cinematográfica podrán ser parte del jurado.  https://bit.ly/30hBYUR ",https://pbs.twimg.com/media/D-oqQmpU8AI36XQ.jpg
6:48 AM - 4 Jul 2019,Secretaría Cultura,"#CulturaIncluyente  Para no dejar a nadie atrás, conoce la oferta cultural para personas con discapacidad. Además de ofrecer actividades para ejercer el derecho a la cultura, se busca sensibilizar al público sobre los retos de vivir con una discapacidad. https://bit.ly/2XuRf7W ",https://pbs.twimg.com/media/D-onjccUIAIeQWZ.jpg
6:17 AM - 4 Jul 2019,Secretaría Cultura,"#EnLaLente 

Centro de la Imagen (@cimagen) abre su convocatoria para el Seminario de Producción Fotográfica 2019. Los participantes asistirán a talleres y pláticas con reconocidos fotógrafos, artistas, curadores e investigadores.

Detalles  https://bit.ly/2JnESk6 ",https://pbs.twimg.com/media/D-okbJWUcAARANn.jpg
8:28 PM - 3 Jul 2019,Secretaría Cultura,"¿Qué ves?

La obra de Toledo es conocida por poner el foco de atención en la naturaleza, especialmente en animales que culturalmente no son asociados con la belleza.

#ToledoVe  @MNCP_DGCP",https://pbs.twimg.com/media/D-mefpVU8AAZla5.jpg
8:15 PM - 3 Jul 2019,Secretaría Cultura,"A través de las piezas de “Toledo ve”, el visitante se adentrará en el universo creativo del artista y conocerá diversas etapas de producción de la amplia gama de bienes funcionales que ha diseñado durante varias décadas. ¡Imperdible! ",https://pbs.twimg.com/media/D-mbb8RU4AASFip.jpg
8:05 PM - 3 Jul 2019,Secretaría Cultura,"Desde hoy en el Museo Nacional de Culturas Populares (@MNCP_DGCP) está abierta al público “Toledo ve”.

Con más de 600 piezas, esta muestra ofrece un recorrido a través de la mirada y las obras del artista oriundo de Juchitán, #Oaxaca.

¡Disfrútala! #ArteMexicano",https://pbs.twimg.com/media/D-mZQ2IU8AA9uqJ.jpg
5:45 PM - 3 Jul 2019,Secretaría Cultura," ""Miguel León-Portilla es un ejemplo vivo de lo que la pasión y la entrega por el estudio pueden lograr. Su obra ha alcanzado a generaciones de estudiantes y lectores en México y el mundo, para quienes ha sabido ser un maestro"": @alefrausto, secretaria de Cultura de México.",https://pbs.twimg.com/media/D-l5AEWUcAELmBP.jpg
5:31 PM - 3 Jul 2019,Secretaría Cultura,"Sigue en vivo, a través de nuestro canal de @YouTubeMexico, el Homenaje Nacional al historiador Miguel León-Portilla. 

Sintoniza  https://www.youtube.com/watch?v=BjEbf8gWAsY …",https://pbs.twimg.com/media/D-l1kMsUIAA3_fR.jpg
10:42 AM - 3 Jul 2019,Secretaría Cultura,"#Entérate 

El Centro Cultural @Helenico y la @CNTeatromx presentan:

Valentino Clemens y los chicos perdidos de Wonder-Nada

De Isabel Quiroz, obra ganadora del Premio Nacional de Dramaturgia Joven Gerardo Mancebo del Castillo 2018.

Detalles  https://bit.ly/2Xu1lG8 ",https://pbs.twimg.com/media/D-kVIEFU8AAIwRx.jpg
10:24 AM - 3 Jul 2019,Secretaría Cultura,"En sus obras “Los antiguos mexicanos a través de sus crónicas y cantares” (1961), “El destino de la palabra” (1996) y “Antigua y Nueva Palabra” (2004); Miguel León-Portilla hace un estudio minucioso de registros escritos en lenguas indígenas y de testimonios de oralidad. ",https://pbs.twimg.com/media/D-kNOiWU4AAeskn.jpg
9:42 AM - 3 Jul 2019,Secretaría Cultura,"Otro de los libros más importantes de Miguel León-Portilla es “La filosofía náhuatl estudiada en sus fuentes” (1956), en el que explica el pensamiento de los pueblos nahuas (tezcocanos, cholultecas, tlaxcaltecas, entre otros).

#HomenajeNacional  Miguel León-Portilla",https://pbs.twimg.com/media/D-kKberU4AA3vdT.jpg
9:05 AM - 3 Jul 2019,Secretaría Cultura,"A 64 años de las primeras elecciones federales en que las mujeres mexicanas votaron, es pertinente recordar la historia de Elvia Carrillo Puerto, la sufragista incansable. Su principal lucha fue lograr el reconocimiento del derecho al voto de las mujeres. https://bit.ly/2Gn1uRs ",https://pbs.twimg.com/media/D-kCDIiUEAA95Tz.jpg
7:16 AM - 3 Jul 2019,Secretaría Cultura,"Una de las obras más destacadas de Miguel Léon-Portilla, que se ha convertido en una pieza fundamental de la historia de México, es “Visión de los vencidos: relaciones indígenas de la Conquista” (1959), estudio basado en textos traducidos del Náhuatl. #HomenajeNacional ",https://pbs.twimg.com/media/D-jm1QNU8AAH20d.jpg
4:56 AM - 3 Jul 2019,Secretaría Cultura,"¡Buenos días! 

Xochipilli fue invocado por los mexicas como el dios del amor, la belleza, las flores, el maíz, los juegos, el placer y la ebriedad sagrada. En náhuatl su nombre significa ""príncipe de las flores"".

Puedes disfrutar de esta emblemática pieza en el @mna_inah.",https://pbs.twimg.com/media/D-hvVi0WsAE1A7b.jpg
6:34 PM - 2 Jul 2019,Secretaría Cultura,"León-Portilla ha estudiado a través de sus obras los antiguos mitos mesoamericanos (los cuales explican el origen de las divinidades, del mundo, del universo, del cosmos, del hombre y su razón de existir), e incluso ha aportado interpretaciones sobre ellos. #HomenajeNacional ",https://pbs.twimg.com/media/D8QQdhOVsAI38nf.jpg
6:22 PM - 2 Jul 2019,Secretaría Cultura,"Algunos ejemplos que el historiador Miguel León-Portilla da sobre el complejo pensamiento Náhuatl son la concepción del conocimiento a base de símbolos “flores y cantos” (in xóchitl, in cuícatl) y la doctrina del ser humano como “dueño de un rostro y un corazón” (ixe, yolo). ",https://pbs.twimg.com/media/D8K5KMAWwAAKxq1.jpg
5:57 PM - 2 Jul 2019,Secretaría Cultura,"¿Cuáles son las limitantes que genera el sesgo de una mirada occidental al estudiar el pensamiento de los pueblos prehispánicos?

“Léanse los textos indígenas y medítese luego en su más hondo sentido”, afirma Miguel León-Portilla. #HomenajeNacional",https://pbs.twimg.com/media/D-gyYNaUIAALf8L.jpg
5:56 PM - 2 Jul 2019,Secretaría Cultura,"¿Cuáles fueron las formas de ver el mundo y de verse a sí mismos de los pueblos mesoamericanos?

¿Puede el pensamiento de las culturas prehispánicas considerarse una filosofía? 

#HomenajeNacional  Miguel León-Portilla",https://pbs.twimg.com/media/D8J87omWwAAgIv1.jpg
4:41 PM - 2 Jul 2019,Secretaría Cultura,"#Entérate 

@RadioEducacion presentará la exposición Virgilio Caballero: Faro de los medios públicos. La muestra fotográfica será en homenaje al investigador y periodista, por su labor como defensor de la libertad de expresión.

Detalles  https://bit.ly/2JlADW3 ",https://pbs.twimg.com/media/D-ggm8FVUAAPz84.jpg
3:36 PM - 2 Jul 2019,Secretaría Cultura,"#Entérate  Tributo nacional para festejar el pensamiento universal de Miguel León–Portilla. Con lecturas, mesas redondas, un concierto en Bellas Artes y un coloquio se celebra al autor de La filosofía Náhuatl.

Detalles  https://bit.ly/329161w ",https://pbs.twimg.com/media/D-gRRK1UIAIABVl.jpg
1:45 PM - 2 Jul 2019,Secretaría Cultura,#Entérate de información útil con el resumen de la #ConferenciaPresidente ,https://pbs.twimg.com/media/D-f4n1lU4AACEmd.jpg
12:37 PM - 2 Jul 2019,Secretaría Cultura,"Homenaje Nacional
Miguel León-Portilla

¡Nos vemos en el Museo Nacional de Antropología (@mna_inah)!

Mientras tanto conoce más sobre la obra del autor de ""Visión de los vencidos"".

Te contamos  https://bit.ly/2MrkVh2 ",https://pbs.twimg.com/media/D-fo60qUYAAqPoV.jpg
12:12 PM - 2 Jul 2019,Secretaría Cultura,"“El pensamiento náhuatl prehispánico, alejado enteramente de cualquier forma de racionalismo, no deja por esto de ser filosofía. Hay en él concepciones, símbolos y atisbos de una profundidad tal que pueden dar un nuevo sentido y un apoyo a nuestras vidas”.

Miguel León-Portilla",https://pbs.twimg.com/media/D-fh37cU0AAgiy-.jpg
11:16 AM - 2 Jul 2019,Secretaría Cultura,"#Entérate 

Toledo ve, un recorrido por la exploración en diseño del artista juchiteco. El Museo Nacional de Culturas Populares (@MNCP_DGCP) presenta 600 piezas de Francisco Toledo. ¡Gran apertura este miércoles 3 de julio! ¡Imperdible!

Detalles  https://bit.ly/322CcAM ",https://pbs.twimg.com/media/D-fV96AUYAAeK3R.jpg
10:10 AM - 2 Jul 2019,Secretaría Cultura,"Festival de Jazz de #Campeche vuelve con nuevos bríos. 

Su programa da cabida a un grupo de músicos mexicanos de varios estados y contempla un homenaje a Eddie Palmieri. 

Detalles  https://bit.ly/2FNKHWN ",https://pbs.twimg.com/media/D-fG9H8VAAEyeyv.png
8:53 AM - 2 Jul 2019,Secretaría Cultura,"Para el filósofo e historiador mexicano, indiscutiblemente existe una filosofía de los pueblos mesoamericanos prehispánicos. 

Nos vemos este miércoles 3 de julio en el Museo Nacional de Antropología para celebrar a Miguel León-Portilla.

#EntradaLibre | Cupo limitado",https://pbs.twimg.com/media/D-e1vYwW4AATz8i.jpg
7:28 AM - 2 Jul 2019,Secretaría Cultura,"#AgendaDigital 

El Laboratorio de Inmersión BBVA-CCD presenta la 2a edición del Festival Desdoblamientos. Se llevará a cabo del 3 al 7 de julio en el Centro de Cultura Digital (@CCDmx).

Detalles  https://bit.ly/2KTJWjo ",https://pbs.twimg.com/media/D-eiIxfUIAEhJSV.png
8:01 PM - 1 Jul 2019,Secretaría Cultura,"#Entérate 

@RadioEducacion se une al Homenaje Nacional a Miguel León-Portilla. El 3 de julio transmitirá en vivo desde el Museo Nacional de Antropología, y durante toda la semana contenidos sonoros a partir de las reflexiones y testimonios generados.  https://bit.ly/2Xhykbo ",https://pbs.twimg.com/media/D8QQ6nnU0AEO-1z.jpg
5:39 PM - 1 Jul 2019,Secretaría Cultura,"#MéxicoEnTransformación 
#1dejulio

Abrimos espacios que hasta ahora estaban cerrados al pueblo de México.

No dejar a nadie atrás es nuestro objetivo. ",https://pbs.twimg.com/media/D-bkgrCUIAIzLe7.jpg
4:23 PM - 1 Jul 2019,Secretaría Cultura,"#MéxicoEnTransformación  ""Ha sido un éxito la apertura de Los Pinos (@CC_LosPinos) al pueblo"", destacó el presidente @lopezobrador_ en su informe del #1dejulio. Reafirma que las tres secciones del bosque de Chapultepec, más otros terrenos, darán forma a un mega centro cultural.",https://pbs.twimg.com/media/D-bTNZAU4AANoG6.jpg
1:23 PM - 1 Jul 2019,Secretaría Cultura,"#MéxicoEnTransformación 
#1dejulio

Para no dejar a nadie atrás, protegemos los derechos de nuestras colectividades. ¡México es #DiversidadCultural! ",https://pbs.twimg.com/media/D-allDyVAAAomLW.jpg
12:52 PM - 1 Jul 2019,Secretaría Cultura,"#MéxicoEnTransformación 
#1dejulio

Para no dejar a nadie atrás, redistribuimos nuestra riqueza cultural. ",https://pbs.twimg.com/media/D-ahED1U0AU_xQb.jpg
11:32 AM - 1 Jul 2019,Secretaría Cultura,"#MéxicoEnTransformación 
#1dejulio

Trabajamos para transformar a México sobre las bases de la libertad, la inclusión y la diversidad.

No dejar a nadie atrás es nuestro objetivo. ",https://pbs.twimg.com/media/D-aOZcxUYAIAbAJ.jpg
11:04 AM - 1 Jul 2019,Secretaría Cultura,"Este jueves tenemos una cita en el Homenaje Nacional al autor de “Visión de los vencidos”.

#EntradaLibre",https://pbs.twimg.com/media/D-aKH24W4AAm8kT.jpg
11:01 AM - 1 Jul 2019,Secretaría Cultura,"Conoce la obra de Miguel León-Portilla, nos vemos este miércoles en el @mna_inah.

#EntradaLibre",https://pbs.twimg.com/media/D-aJjcqXYAAigih.jpg
10:04 AM - 1 Jul 2019,Secretaría Cultura,"#Morelos 

¡Gala por el #INAH80años!

Celebramos con taller en el Museo Nacional del @Virreinato del 16 de julio al 2 de agosto. #VeranoEsCultura

Inscripciones abiertas http://gob.mx/cultura/inah ",https://pbs.twimg.com/media/D-Z8iG5XsAAOfis.jpg
8:08 AM - 1 Jul 2019,Secretaría Cultura,Te invitamos al Homenaje Nacional a Miguel León-Portilla en el Museo Nacional de Antropología (@mna_inah). ,https://pbs.twimg.com/media/D-P2-o2UwAE4zNx.jpg
6:58 AM - 1 Jul 2019,Secretaría Cultura,"#Entérate 

Concluye @Fest_Huasteca; XXV edición será en Aquismón, #SanLuisPotosí.

En Cuetzalan del Progreso se enaltecieron las lenguas indígenas, tradiciones y raíces de los pueblos que habitan los seis estados de la región.

Detalles  https://bit.ly/304VGmH ",https://pbs.twimg.com/media/D-ZJNS8U4AUhAXd.jpg
6:18 AM - 1 Jul 2019,Secretaría Cultura,"#Guerrero

Llega al Centro Cultural Acapulco la exposición ""Construyendo Puentes en Época de Muros. Arte Chicano/Mexicano de Los Ángeles a México"". La muestra cuenta con más de 70 obras realizadas por artistas nacionales, chicanos y mexicoamericanos. 

Hasta el 28 de julio.",https://pbs.twimg.com/media/D-XjL1uUcAAlvAY.jpg
4:36 AM - 1 Jul 2019,Secretaría Cultura,"¡Buenos días!  Este huipil de boda fue tejido en telar de cintura con técnicas de gasa y brocado de trama, data de 1970 y es originario de Xochistlahuaca, #Guerrero. Pertenece al pueblo amochco o amuzgo: ""lugar donde hay dulces"".

Colección Museo de Historia Mexicana (@3museos)",https://pbs.twimg.com/media/D8_5lJPUcAAf0jh.jpg
7:39 PM - 30 Jun 2019,Secretaría Cultura,"#InMemoriam

José Vasconcelos (27 de febrero 1882-30 de junio 1959)",https://pbs.twimg.com/media/D-Ww-OxVUAEu3OM.jpg
7:09 PM - 30 Jun 2019,Secretaría Cultura,Te invitamos al Homenaje Nacional a Miguel León-Portilla en el Museo Nacional de Antropología (@mna_inah). ,https://pbs.twimg.com/media/D-P2jqXU4AEnCbj.jpg
5:35 PM - 30 Jun 2019,Secretaría Cultura,"A lo largo de su carrera fue laureado con los premios Xavier Villaurrutia (1973), Nacional de Periodismo (1990), Nacional de Ciencias y Artes en la categoría Lingüística y Literatura (1992), Premio Reina Sofía de Poesía Iberoamericana (2009) y Premio Miguel de Cervantes (2009).",https://pbs.twimg.com/media/D-WTwyfU8AAX4R_.jpg
5:35 PM - 30 Jun 2019,Secretaría Cultura," “Los elementos de la noche” (1963), “No me preguntes cómo pasa el tiempo” (1969), “Miro la tierra” (1986) y “Ciudad de la memoria” (1989) son algunos de sus poemarios. #LibrosYBibliotecas ",https://pbs.twimg.com/media/D-WTsznVUAE_shc.jpg
5:35 PM - 30 Jun 2019,Secretaría Cultura,"#LibrosYBibliotecas 

José Emilio Pacheco, fundamental de la literatura mexicana del siglo XX, nació #UnDíaComoHoy –hace 80 años– en la #CiudadDeMéxico. ",https://pbs.twimg.com/media/D-WTmHdU0AAAWhP.jpg
5:04 PM - 30 Jun 2019,Secretaría Cultura," ¡Que no se te pase! 

Solo este domingo boletos 2x1 para la Gala de Estrellas #ElisaYAmigos.

 2 de julio, 20:30 h
 @AuditorioMx 

Adquiere tus boletos en @Ticketmaster_Me  https://bit.ly/2Xj5We9 ",https://pbs.twimg.com/media/D-WQqaaU8AAPj2l.jpg
4:44 PM - 30 Jun 2019,Secretaría Cultura,"¿Tienes ganas de ver una película? ¡Nosotros invitamos! 

En @filminlatino tenemos más de 450 filmes patrocinados por @imcine que puedes disfrutar ahora mismo.

¡Es #GratisMX!  https://bit.ly/2XFfeAr ",https://pbs.twimg.com/media/D-WMrFFUEAAp_Va.jpg
11:20 AM - 30 Jun 2019,Secretaría Cultura,"#UnDíaComoHoy de 1939 nació José Emilio Pacheco Berny.

Recordamos al autor de ""Las batallas en el desierto"" a 80 años de su natalicio con cinco datos sobre su vida y sus obras. ",https://pbs.twimg.com/media/D-VCkpsVUAAkCWq.jpg
10:11 AM - 30 Jun 2019,Secretaría Cultura,"#DescubreMéxico  Durante la Revolución, el #PuebloMágico de Candela, localizado en #Coahuila, fue utilizado por la gente de Venustiano Carranza para defenderse del enemigo. Por su ubicación era escala obligada para los federales que se trasladaban a Laredo.",https://pbs.twimg.com/media/D-U0YtgVUAEEvsy.jpg
5:27 PM - 29 Jun 2019,Secretaría Cultura,"#Entérate 

Retumba @LaColmenaTLX con artistas sonoros. Además de sonorizar la Secretaría de Cultura, en el #Zumbido los creadores hablaron sobre su proceso creativo, sus intereses y la escena musical tlaxcalteca.

Detalles  https://bit.ly/2Jh8HCE ",https://pbs.twimg.com/media/D-QBn1uUwAAE1ta.jpg
12:22 PM - 29 Jun 2019,Secretaría Cultura,"#DescubreMéxico El Cerro de la Máscara, además de ser Área Natural Protegida, es la zona arqueológica más rica en petrograbados en #Sinaloa. Distribuidos desde la base del cerro hasta la cúspide, los vestigios dan cuenta de los mayos que habitaron la región antes de la conquista.",https://pbs.twimg.com/media/D-P5aZUUIAA1Qt7.jpg
11:28 AM - 29 Jun 2019,Secretaría Cultura," #NoHayLenguaSinPueblos

Convocamos a equipos, comunidades y grupos multidisciplinarios a presentar de manera individual o en coautoría propuestas de diseño conceptual del Pabellón de Lenguas Indígenas para @FILOaxaca y @FILGuadalajara.

¡Participa!  https://plifil.cultura.gob.mx/ ",https://pbs.twimg.com/media/D-P7IGXUYAA0zIp.jpg
10:58 AM - 29 Jun 2019,Secretaría Cultura,"#Entérate 

Se inaugura con música y danzas el XXIV Festival de la Huasteca en la sierra norte de #Puebla. Con #Sonora como entidad invitada, representantes del pueblo indígena mayo interpretaron la Danza del Venado en la inauguración.

Detalles  https://bit.ly/2XyH55n ",https://pbs.twimg.com/media/D-P1nUwU0AAAt-M.jpg
9:51 AM - 29 Jun 2019,Secretaría Cultura,"#Orgullo2019

¿Ya vieron la bandera en nuestra sede de Paseo de la Reforma? 

¡Estamos listos para la 41 Marcha del Orgullo LGBTTTI+ de la #CiudadDeMéxico! ",https://pbs.twimg.com/media/D-Lu4ARU4AE0TU7.jpg
8:36 AM - 29 Jun 2019,Secretaría Cultura,"#FinDeSemana 

¿Aburrido y sin planes? ¡Disfruta de tu comunidad!

Toda la cartelera nacional la encuentras en @MexicoesCultura 

Consúltala aquí  http://www.mexicoescultura.com ",https://pbs.twimg.com/media/D-PUC5BU0AEcosf.jpg
8:10 AM - 29 Jun 2019,Secretaría Cultura,"Hoy es la 41 Marcha del Orgullo LGBTTTI de la #CiudadDeMéxico

Orgullo 41: Ser es resistir

#Orgullo2019",https://pbs.twimg.com/media/D-E7xa1XkAIN4kW.jpg
6:38 PM - 28 Jun 2019,Secretaría Cultura,"¡Que no se te pase! 

Te invitamos al Homenaje Nacional a Miguel León-Portilla. 

 Museo Nacional de Antropología (@mna_inah)
 3 y 4 de julio",https://pbs.twimg.com/media/D-MMvghU0AAKFya.jpg
5:27 PM - 28 Jun 2019,Secretaría Cultura,"“Yo nací así”, decía Chavela Vargas.

Día Internacional del Orgullo LGBT+

#Orgullo2019",https://pbs.twimg.com/media/D-L63AlU8AA6GaN.jpg
5:02 PM - 28 Jun 2019,Secretaría Cultura,"#DiplomaciaCultural  Con el fin de explorar vías de colaboración en el Proyecto Senda para Circuitos Culturales, @PabloSRaphael, director general de Promoción y Festivales, se reunió con agregados culturales y de cooperación de la Unión Europea y la Delegación de @UEenMexico.",https://pbs.twimg.com/media/D-L_A8jVUAAN-Hh.jpg
3:50 PM - 28 Jun 2019,Secretaría Cultura,"#Orgullo2019

¡Todos los derechos para todas las personas! 

Desde la Secretaría de Cultura del Gobierno de México, nos pronunciamos por la inclusión y la igualdad. 

¿Nos vemos en la marcha del orgullo LGBTTTI+ de #CiudadDeMéxico? ",https://pbs.twimg.com/media/D-Lu4ARU4AE0TU7.jpg
12:01 PM - 28 Jun 2019,Secretaría Cultura,"#Entérate  Bandas Sinfónicas Comunitarias de Ciudad Juárez realizarán Música sobre el muro, concierto de reflexión sobre la migración. 350 niños, niñas, adolescentes y padres de familia participarán en esta presentación en Centro Cultural Paso del Norte. https://bit.ly/2X85iLp ",https://pbs.twimg.com/media/D-K6YmuW4AEFKNG.jpg
10:45 AM - 28 Jun 2019,Secretaría Cultura,"#Orgullo2019

¡Hoy conmemoramos el Día Internacional del Orgullo LGBT+!

En esta fecha recordamos a las mujeres y los hombres que –en respuesta a los estigmas, la discriminación y la violencia– decidieron hacer política con el cuerpo y salir a la calle a luchar por sus derechos.",https://pbs.twimg.com/media/D-Ko9ajW4AAD0Xs.jpg
8:49 AM - 28 Jun 2019,Secretaría Cultura,"#Orgullo2019 El 26 de julio 1978, durante la marcha por el aniversario de la Revolución Cubana, participó una treintena de homosexuales que se identificaron como integrantes del Frente de Liberación Homosexual.

Breve historia de la primera marcha LGBT https://bit.ly/31WDNIp ",https://pbs.twimg.com/media/D-FAMJiXYAABCWc.jpg
8:20 PM - 27 Jun 2019,Secretaría Cultura,"#DiplomaciaCultural 

En Tijuana, #BajaCalifornia, se establece un memorándum de entendimiento, firmado por la Western Arts Alliance (@westarts) y el Centro Cultural Tijuana (@cecut_mx), para organizar un encuentro de artistas, promotores y agentes artísticos en agosto 2020.",https://pbs.twimg.com/media/D-HaK1UUIAAduFb.jpg
7:58 PM - 27 Jun 2019,Secretaría Cultura,"#Entérate 

Reitera Secretaría de Cultura compromiso con los festivales de cine. Alejandra Frausto (@alefrausto), secretaria de Cultura de México, anuncia que se apoyará un circuito alterno de exhibición. 

Detalles  https://bit.ly/2ZV4bk1 ",https://pbs.twimg.com/media/D-HatfOUwAARGJB.jpg
